1408,960,48,16.04
1408,992,48,16.83
1408,1024,48,17.1
1408,1056,48,16.34
1408,1088,48,17.11
1408,960,56,17.28
1408,992,56,17.34
1408,1024,56,17.39
1408,1056,56,17.27
1408,1088,56,17.57
1408,960,64,17.62
1408,992,64,17.54
1408,1024,64,17.63
1408,1056,64,17.61
1408,1088,64,17.63
1408,960,72,17.66
1408,992,72,17.59
1408,1024,72,17.64
1408,1056,72,17.64
1408,1088,72,17.63
1408,960,80,17.52
1408,992,80,17.56
1408,1024,80,17.56
1408,1056,80,17.7
1408,1088,80,17.68
1472,960,48,17.23
1472,992,48,17.28
1472,1024,48,17.37
1472,1056,48,17.27
1472,1088,48,17.3
1472,960,56,17.36
1472,992,56,17.27
1472,1024,56,17.42
1472,1056,56,17.44
1472,1088,56,17.43
1472,960,64,17.44
1472,992,64,16.88
1472,1024,64,17.3
1472,1056,64,17.48
1472,1088,64,17.56
1472,960,72,17.54
1472,992,72,17.53
1472,1024,72,17.44
1472,1056,72,17.59
1472,1088,72,17.44
1472,960,80,17.59
1472,992,80,17.67
1472,1024,80,17.28
1472,1056,80,17.55
1472,1088,80,17.59
1536,960,48,17.17
1536,992,48,17.03
1536,1024,48,17.09
1536,1056,48,17.15
1536,1088,48,17.03
1536,960,56,17.2
1536,992,56,17.21
1536,1024,56,17.17
1536,1056,56,17.49
1536,1088,56,17.65
1536,960,64,17.59
1536,992,64,17.57
1536,1024,64,17.6
1536,1056,64,17.38
1536,1088,64,17.58
1536,960,72,17.31
1536,992,72,17.68
1536,1024,72,17.55
1536,1056,72,17.73
1536,1088,72,11.27
1536,960,80,8.7
1536,992,80,8.67
1536,1024,80,8.75
1536,1056,80,8.79
1536,1088,80,8.75
1600,960,48,8.49
1600,992,48,8.51
1600,1024,48,15.36
1600,1056,48,17.31
1600,1088,48,17.32
1600,960,56,17.57
1600,992,56,17.5
1600,1024,56,17.32
1600,1056,56,17.53
1600,1088,56,17.56
1600,960,64,17.55
1600,992,64,17.52
1600,1024,64,17.42
1600,1056,64,17.59
1600,1088,64,17.64
1600,960,72,17.49
1600,992,72,17.47
1600,1024,72,17.49
1600,1056,72,17.63
1600,1088,72,17.64
1600,960,80,17.53
1600,992,80,17.62
1600,1024,80,17.63
1600,1056,80,17.48
1600,1088,80,17.71
1664,960,48,17.43
1664,992,48,17.44
1664,1024,48,17.4
1664,1056,48,17.37
1664,1088,48,17.32
1664,960,56,17.47
1664,992,56,17.55
1664,1024,56,17.37
1664,1056,56,17.47
1664,1088,56,17.2
1664,960,64,17.48
1664,992,64,17.61
1664,1024,64,17.61
1664,1056,64,17.64
1664,1088,64,17.6
1664,960,72,17.26
1664,992,72,17.46
1664,1024,72,17.51
1664,1056,72,17.7
1664,1088,72,17.54
1664,960,80,17.49
1664,992,80,17.59
1664,1024,80,17.65
1664,1056,80,17.6
1664,1088,80,17.6
